week_number,month,province,product_name,category,avg_temperature_level,rainfall_level,tourism_level,payday_week,holiday_type,festival_season,school_season,urbanization_level,avg_income_level,demand_score,estimated_units_sold
16,April,Eastern,Maggi Noodles,Instant Foods,High,Medium,Medium,No,Sinhala_Tamil_New_Year,Yes,No,Low,Low,378.42,369
24,June,Southern,Canned Fish,Canned Goods,High,High,Medium,Yes,None,No,Yes,Medium,Medium,859.25,1010
7,February,Western,Red Rice,Staples,Medium,Medium,Medium,Yes,None,No,Yes,High,High,681.93,1260
28,July,Northern,Coca-Cola,Beverages,High,Low,Low,No,None,No,Yes,Low,Low,408.26,340
9,March,North Central,Sunflower Oil,Cooking Essentials,High,Medium,Medium,No,None,No,Yes,Low,Low,254.11,204
36,September,Central,Washing Powder,Household,Low,High,Medium,Yes,None,No,Yes,Medium,Medium,427.78,511
13,March,North Central,Necto,Beverages,High,Medium,Medium,No,Poya,Yes,Yes,Low,Low,542.57,441
29,July,Eastern,Rice,Staples,High,Low,High,No,None,No,Yes,Low,Low,284.22,265
52,December,Eastern,Red Rice,Staples,Medium,High,Medium,Yes,Christmas,Yes,No,Low,Low,260.88,227
51,December,Eastern,Maggi Noodles,Instant Foods,Medium,High,Medium,No,Christmas,Yes,No,Low,Low,316.92,310
2,January,Central,Frozen Fish,Frozen Foods,Medium,Medium,High,No,None,No,Yes,Medium,Medium,343.78,461
19,May,North Western,Red Rice,Staples,High,Medium,Low,Yes,None,No,Yes,Medium,Medium,395.74,524
27,July,Western,Coca-Cola,Beverages,High,High,Medium,Yes,None,No,Yes,High,High,1437.7,2178
13,March,North Central,Sunflower Oil,Cooking Essentials,High,Medium,Medium,No,Poya,Yes,Yes,Low,Low,392.62,331
28,July,Southern,MD Crackers,Snacks,High,High,Medium,Yes,None,No,Yes,Medium,Medium,530.92,657
37,September,Eastern,Elephant Ginger Beer,Beverages,Medium,Low,Medium,No,None,No,Yes,Low,Low,205.71,171
28,July,Northern,Wheat Flour,Staples,High,Low,Low,No,None,No,Yes,Low,Low,264.97,195
48,November,Western,Arrack,Alcohol,Medium,Medium,Medium,Yes,None,No,Yes,High,High,959.23,1786
7,February,North Central,Sunflower Oil,Cooking Essentials,Medium,High,Medium,No,None,No,Yes,Low,Low,345.93,304
49,December,North Central,Sugar,Sweeteners,Medium,High,Low,No,None,No,No,Low,Low,302.36,220
30,July,Eastern,Tea Leaves,Beverages,High,Low,High,No,Poya,Yes,Yes,Low,Low,264.07,208
17,April,Sabaragamuwa,Red Rice,Staples,High,Low,Low,No,Eid,Yes,No,Low,Medium,400.7,385
42,October,Sabaragamuwa,Washing Powder,Household,Medium,Low,Low,No,Poya,Yes,Yes,Low,Medium,297.02,236
4,January,Western,MD Crackers,Snacks,Medium,Medium,Medium,Yes,Poya,Yes,Yes,High,High,1282.96,2217
1,January,North Western,Sunflower Oil,Cooking Essentials,Medium,Medium,Low,No,Christmas,Yes,Yes,Medium,Medium,679.35,773
32,August,Uva,Washing Powder,Household,High,Medium,Low,Yes,None,No,Yes,Low,Low,322.33,284
18,May,Sabaragamuwa,Prima Noodles,Instant Foods,High,High,Low,No,Eid,Yes,Yes,Low,Medium,589.1,554
26,June,Uva,MD Crackers,Snacks,High,Medium,Low,No,Poya,Yes,Yes,Low,Low,308.31,244
35,August,Sabaragamuwa,Tea Leaves,Beverages,High,High,Low,Yes,None,No,Yes,Low,Medium,416.59,390
44,November,Northern,Rice,Staples,Medium,High,Low,Yes,Deepavali,Yes,Yes,Low,Low,411.31,370
45,November,Western,Coconut Oil,Cooking Essentials,Medium,Medium,Medium,No,Deepavali,Yes,Yes,High,High,1073.65,1902
10,March,Central,Sugar,Sweeteners,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,500.23,626
47,November,Northern,Red Rice,Staples,Medium,High,Low,No,Poya,Yes,Yes,Low,Low,320.49,216
29,July,Eastern,Coconut Oil,Cooking Essentials,High,Low,High,No,None,No,Yes,Low,Low,288.26,246
29,July,North Central,Coconut Oil,Cooking Essentials,High,Low,Low,No,None,No,Yes,Low,Low,294.59,195
19,May,Southern,Jaggery,Sweeteners,High,High,Medium,No,None,No,Yes,Medium,Medium,369.96,426
42,October,Central,Wheat Flour,Staples,Medium,Low,Medium,No,Poya,Yes,Yes,Medium,Medium,287.93,355
9,March,Eastern,Rice Flour,Staples,High,Medium,Medium,No,None,No,Yes,Low,Low,385.56,348
37,September,Uva,Candles,Seasonal/Ritual,Medium,Medium,Low,No,None,No,Yes,Low,Low,275.63,195
42,October,Sabaragamuwa,Coca-Cola,Beverages,Medium,Low,Low,No,Poya,Yes,Yes,Low,Medium,296.48,239
37,September,North Western,Frozen Fish,Frozen Foods,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,322.92,340
18,May,Sabaragamuwa,Ice Cream,Frozen Foods,High,High,Low,No,Eid,Yes,Yes,Low,Medium,872.65,772
47,November,Uva,Tea Leaves,Beverages,Medium,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,731.88,635
33,August,Western,Wheat Flour,Staples,High,High,Medium,No,None,No,Yes,High,High,623.53,996
8,February,Sabaragamuwa,Necto,Beverages,Medium,Medium,Low,Yes,Poya,Yes,Yes,Low,Medium,379.54,339
31,July,Sabaragamuwa,Sugar,Sweeteners,High,High,Low,No,None,No,Yes,Low,Medium,344.82,303
39,September,North Western,Wheat Flour,Staples,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,454.13,523
33,August,Southern,Ritzbury Chocolate,Snacks,High,High,Medium,No,None,No,Yes,Medium,Medium,307.81,312
13,March,North Central,Necto,Beverages,High,Medium,Medium,No,Poya,Yes,Yes,Low,Low,458.33,342
10,March,Northern,Wheat Flour,Staples,High,Medium,Low,No,None,No,Yes,Low,Low,238.12,186
21,May,North Central,Lion Beer,Alcohol,High,Low,Low,No,Vesak,Yes,Yes,Low,Low,80,66
9,March,Sabaragamuwa,Lion Beer,Alcohol,High,Low,Low,No,None,No,Yes,Low,Medium,406.32,340
46,November,Sabaragamuwa,Sugar,Sweeteners,Medium,Medium,Low,No,None,No,Yes,Low,Medium,400.37,356
38,September,Central,Anchor Milk Powder,Dairy,Low,High,Medium,No,Poya,Yes,Yes,Medium,Medium,567.82,717
27,July,Central,Canned Fish,Canned Goods,Low,High,High,No,None,No,Yes,Medium,Medium,705.5,760
8,February,Northern,Coca-Cola,Beverages,Medium,High,Low,No,Poya,Yes,Yes,Low,Low,240.41,216
7,February,Sabaragamuwa,Sunflower Oil,Cooking Essentials,Medium,Medium,Low,Yes,None,No,Yes,Low,Medium,323.28,243
38,September,Sabaragamuwa,Washing Powder,Household,Medium,High,Low,No,Poya,Yes,Yes,Low,Medium,382.71,339
36,September,North Western,Coconut Oil,Cooking Essentials,Medium,Medium,Low,Yes,None,No,Yes,Medium,Medium,368.56,468
5,February,Eastern,MD Crackers,Snacks,Medium,High,Medium,No,None,No,Yes,Low,Low,239.87,187
44,November,North Western,Canned Fish,Canned Goods,Medium,Medium,Low,Yes,Deepavali,Yes,Yes,Medium,Medium,388.85,480
49,December,North Western,MD Crackers,Snacks,Medium,Medium,Low,No,None,No,No,Medium,Medium,282.1,310
9,March,Uva,Wheat Flour,Staples,High,Low,Low,No,None,No,Yes,Low,Low,230.48,205
46,November,Sabaragamuwa,Sugar,Sweeteners,Medium,Medium,Low,No,None,No,Yes,Low,Medium,403.09,363
40,October,Uva,Sugar,Sweeteners,Medium,Low,Low,No,None,No,Yes,Low,Low,293.67,253
8,February,North Western,Wheat Flour,Staples,Medium,Medium,Low,Yes,Poya,Yes,Yes,Medium,Medium,534.74,642
42,October,Uva,MD Crackers,Snacks,Medium,Low,Low,No,Poya,Yes,Yes,Low,Low,287.52,297
8,February,Northern,Ice Cream,Frozen Foods,Medium,High,Low,No,Poya,Yes,Yes,Low,Low,202.44,149
12,March,Northern,Lantern Materials,Seasonal/Ritual,High,Medium,Low,Yes,None,No,Yes,Low,Low,198.87,152
43,October,Eastern,Dhal,Staples,Medium,Medium,Medium,Yes,None,No,Yes,Low,Low,280.46,244
9,March,Sabaragamuwa,Washing Powder,Household,High,Low,Low,No,None,No,Yes,Low,Medium,304.65,247
18,May,Uva,Anchor Milk Powder,Dairy,High,Medium,Low,No,Eid,Yes,Yes,Low,Low,584.98,530
17,April,Southern,Milo,Dairy,High,Low,Medium,No,Eid,Yes,No,Medium,Medium,441.09,523
49,December,Northern,Elephant Ginger Beer,Beverages,Medium,High,Low,No,None,No,No,Low,Low,225.31,215
19,May,Western,Rice,Staples,High,High,Medium,Yes,None,No,Yes,High,High,559.11,977
15,April,Western,Wheat Flour,Staples,High,Low,Medium,No,Sinhala_Tamil_New_Year,Yes,No,High,High,556.73,906
3,January,Eastern,Washing Powder,Household,Medium,High,Medium,Yes,None,No,Yes,Low,Low,266.14,205
22,May,Central,MD Crackers,Snacks,Medium,High,Medium,No,None,No,Yes,Medium,Medium,403.86,401
24,June,Eastern,Wheat Flour,Staples,High,Low,High,Yes,None,No,Yes,Low,Low,363.26,313
7,February,Uva,Ritzbury Chocolate,Snacks,Medium,Medium,Low,No,None,No,Yes,Low,Low,247.16,204
48,November,North Central,Tea Leaves,Beverages,Medium,High,Low,Yes,None,No,Yes,Low,Low,521.18,436
32,August,North Central,Washing Powder,Household,High,Low,Low,No,None,No,Yes,Low,Low,181.23,150
34,August,Southern,Coconut Oil,Cooking Essentials,High,High,Medium,No,Poya,Yes,Yes,Medium,Medium,408.65,487
44,November,Eastern,Milo,Dairy,Medium,High,Medium,Yes,Deepavali,Yes,Yes,Low,Low,745.6,564
18,May,Western,Arrack,Alcohol,High,High,Medium,No,Eid,Yes,Yes,High,High,619.12,965
40,October,Uva,Coca-Cola,Beverages,Medium,Low,Low,No,None,No,Yes,Low,Low,253.43,210
23,June,North Central,Prima Noodles,Instant Foods,High,Low,Low,Yes,None,No,Yes,Low,Low,470.79,353
45,November,North Western,Munchee Biscuits,Snacks,Medium,Medium,Low,No,Deepavali,Yes,Yes,Medium,Medium,720.71,991
4,January,North Central,Rice Flour,Staples,Medium,High,Medium,Yes,Poya,Yes,Yes,Low,Low,322.77,285
48,November,Western,Arrack,Alcohol,Medium,Medium,Medium,Yes,None,No,Yes,High,High,745.41,1305
51,December,Central,Dhal,Staples,Medium,Medium,Medium,No,Christmas,Yes,No,Medium,Medium,483.35,661
50,December,Northern,Maggi Noodles,Instant Foods,Medium,High,Low,No,None,No,No,Low,Low,453.41,379
37,September,Eastern,MD Crackers,Snacks,Medium,Low,Medium,No,None,No,Yes,Low,Low,236.28,190
10,March,Western,Ritzbury Chocolate,Snacks,High,Low,Medium,No,None,No,Yes,High,High,927.02,1547
28,July,Eastern,MD Crackers,Snacks,High,Low,High,No,None,No,Yes,Low,Low,259.64,230
49,December,North Central,Frozen Fish,Frozen Foods,Medium,High,Low,No,None,No,No,Low,Low,237.02,207
5,February,North Central,Kotmale Yoghurt,Dairy,Medium,High,Medium,No,None,No,Yes,Low,Low,313.13,286
50,December,Uva,Candles,Seasonal/Ritual,Medium,Medium,Low,No,None,No,No,Low,Low,210.81,161
29,July,Western,Frozen Fish,Frozen Foods,High,High,Medium,No,None,No,Yes,High,High,460.76,663
21,May,Northern,Rice Flour,Staples,High,Low,Low,No,Vesak,Yes,Yes,Low,Low,439.67,345
7,February,Western,Rice,Staples,Medium,Medium,Medium,Yes,None,No,Yes,High,High,609.51,1101
49,December,Sabaragamuwa,Milo,Dairy,Medium,Medium,Low,No,None,No,No,Low,Medium,357.99,268
26,June,Eastern,Munchee Biscuits,Snacks,High,Low,High,No,Poya,Yes,Yes,Low,Low,483.25,448
12,March,North Western,Washing Powder,Household,High,Low,Low,Yes,None,No,Yes,Medium,Medium,404.69,520
36,September,North Western,Arrack,Alcohol,Medium,Medium,Low,Yes,None,No,Yes,Medium,Medium,395.56,396
27,July,Western,Coca-Cola,Beverages,High,High,Medium,Yes,None,No,Yes,High,High,1948.58,3313
10,March,North Central,Maggi Noodles,Instant Foods,High,Medium,Medium,No,None,No,Yes,Low,Low,358.99,282
2,January,Sabaragamuwa,Necto,Beverages,Medium,Medium,Low,No,None,No,Yes,Low,Medium,278.73,234
30,July,Eastern,Dhal,Staples,High,Low,High,No,Poya,Yes,Yes,Low,Low,288.35,210
29,July,Sabaragamuwa,Jaggery,Sweeteners,High,High,Low,No,None,No,Yes,Low,Medium,354.46,334
43,October,North Central,Lantern Materials,Seasonal/Ritual,Medium,Medium,Low,Yes,None,No,Yes,Low,Low,208.9,198
45,November,Western,Sugar,Sweeteners,Medium,Medium,Medium,No,Deepavali,Yes,Yes,High,High,1043.29,1992
31,July,North Central,Sunflower Oil,Cooking Essentials,High,Low,Low,Yes,None,No,Yes,Low,Low,276.81,237
19,May,North Central,Coca-Cola,Beverages,High,Low,Low,Yes,None,No,Yes,Low,Low,794.62,626
52,December,Eastern,Maggi Noodles,Instant Foods,Medium,High,Medium,No,Christmas,Yes,No,Low,Low,452.39,377
26,June,Eastern,Wheat Flour,Staples,High,Low,High,No,Poya,Yes,Yes,Low,Low,392.04,379
39,September,North Western,Elephant Ginger Beer,Beverages,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,500.36,683
34,August,Central,Jaggery,Sweeteners,Low,High,High,No,Poya,Yes,Yes,Medium,Medium,439.25,572
52,December,Eastern,Coconut Oil,Cooking Essentials,Medium,High,Medium,No,Christmas,Yes,No,Low,Low,255.34,222
14,April,Sabaragamuwa,Munchee Biscuits,Snacks,High,Low,Low,No,None,No,No,Low,Medium,436.64,407
17,April,Sabaragamuwa,Canned Fish,Canned Goods,High,Low,Low,No,Eid,Yes,No,Low,Medium,787.68,660
5,February,North Central,Ice Cream,Frozen Foods,Medium,High,Medium,No,None,No,Yes,Low,Low,272.13,231
33,August,Eastern,Munchee Biscuits,Snacks,High,Low,High,No,None,No,Yes,Low,Low,358.35,308
48,November,Western,Coconut Oil,Cooking Essentials,Medium,Medium,Medium,No,None,No,Yes,High,High,441.5,665
4,January,Eastern,Washing Powder,Household,Medium,High,Medium,Yes,Poya,Yes,Yes,Low,Low,236.9,206
5,February,Eastern,Ritzbury Chocolate,Snacks,Medium,High,Medium,No,None,No,Yes,Low,Low,238.8,200
45,November,Eastern,Lantern Materials,Seasonal/Ritual,Medium,High,Medium,No,Deepavali,Yes,Yes,Low,Low,227.88,196
20,May,Central,Canned Fish,Canned Goods,Medium,High,Medium,Yes,Vesak,Yes,Yes,Medium,Medium,482.49,518
18,May,Uva,Maggi Noodles,Instant Foods,High,Medium,Low,No,Eid,Yes,Yes,Low,Low,405.07,295
30,July,Eastern,Coconut Oil,Cooking Essentials,High,Low,High,No,Poya,Yes,Yes,Low,Low,452.89,376
6,February,North Central,Washing Powder,Household,Medium,High,Medium,No,None,No,Yes,Low,Low,203.88,178
11,March,Western,Arrack,Alcohol,High,Low,Medium,Yes,None,No,Yes,High,High,1278.62,2684
17,April,Western,Maggi Noodles,Instant Foods,High,Low,Medium,No,Eid,Yes,No,High,High,801.99,1252
7,February,Central,Kotmale Yoghurt,Dairy,Medium,Medium,High,Yes,None,No,Yes,Medium,Medium,681.36,709
40,October,Sabaragamuwa,Rice Flour,Staples,Medium,Low,Low,Yes,None,No,Yes,Low,Medium,361.92,324
6,February,North Central,Lion Beer,Alcohol,Medium,High,Medium,No,None,No,Yes,Low,Low,297.06,237
1,January,Western,Wheat Flour,Staples,Medium,Medium,Medium,No,Christmas,Yes,Yes,High,High,737.93,1281
23,June,North Western,Frozen Fish,Frozen Foods,High,Medium,Low,Yes,None,No,Yes,Medium,Medium,598.91,719
26,June,Southern,Munchee Biscuits,Snacks,High,High,Medium,No,Poya,Yes,Yes,Medium,Medium,644.57,753
37,September,Southern,Sunflower Oil,Cooking Essentials,Medium,High,Medium,No,None,No,Yes,Medium,Medium,324.23,409
31,July,Central,Coca-Cola,Beverages,Low,High,High,Yes,None,No,Yes,Medium,Medium,878.68,993
48,November,Southern,Milo,Dairy,Medium,Medium,High,No,None,No,Yes,Medium,Medium,639.64,828
47,November,Western,Arrack,Alcohol,Medium,Medium,Medium,No,Poya,Yes,Yes,High,High,256.45,446
25,June,Sabaragamuwa,Coca-Cola,Beverages,High,High,Low,No,None,No,Yes,Low,Medium,647.68,529
16,April,Eastern,Prima Noodles,Instant Foods,High,Medium,Medium,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Low,316.79,243
37,September,Western,Lion Beer,Alcohol,Medium,High,Medium,No,None,No,Yes,High,High,732.1,1231
2,January,Western,Wheat Flour,Staples,Medium,Medium,Medium,No,None,No,Yes,High,High,714.17,1228
50,December,Eastern,Prima Noodles,Instant Foods,Medium,High,Medium,No,None,No,No,Low,Low,274.57,244
4,January,Central,Frozen Fish,Frozen Foods,Medium,Medium,High,Yes,Poya,Yes,Yes,Medium,Medium,561.96,633
8,February,Western,Ice Cream,Frozen Foods,Medium,Medium,Medium,Yes,Poya,Yes,Yes,High,High,1076.6,2157
11,March,North Central,Milo,Dairy,High,Medium,Medium,Yes,None,No,Yes,Low,Low,413.62,374
14,April,North Western,Prima Noodles,Instant Foods,High,Low,Low,No,None,No,No,Medium,Medium,565.02,664
29,July,Eastern,Milo,Dairy,High,Low,High,No,None,No,Yes,Low,Low,423.03,342
22,May,Central,MD Crackers,Snacks,Medium,High,Medium,No,None,No,Yes,Medium,Medium,389.34,518
16,April,Western,Elephant Ginger Beer,Beverages,High,Low,Medium,Yes,Sinhala_Tamil_New_Year,Yes,No,High,High,1838.66,3148
18,May,Southern,Ritzbury Chocolate,Snacks,High,High,Medium,No,Eid,Yes,Yes,Medium,Medium,491.99,655
38,September,Southern,Sugar,Sweeteners,Medium,High,Medium,No,Poya,Yes,Yes,Medium,Medium,442.69,483
31,July,Sabaragamuwa,Dhal,Staples,High,High,Low,No,None,No,Yes,Low,Medium,403.74,358
48,November,Central,Pepsi,Beverages,Medium,Medium,Medium,Yes,None,No,Yes,Medium,Medium,678.4,817
42,October,Uva,Sugar,Sweeteners,Medium,Low,Low,No,Poya,Yes,Yes,Low,Low,286.58,244
11,March,North Western,Anchor Milk Powder,Dairy,High,Low,Low,Yes,None,No,Yes,Medium,Medium,602.98,743
30,July,Central,Sugar,Sweeteners,Low,High,High,No,Poya,Yes,Yes,Medium,Medium,284.52,362
3,January,Central,Frozen Fish,Frozen Foods,Medium,Medium,High,Yes,None,No,Yes,Medium,Medium,399.77,498
13,March,Southern,Wheat Flour,Staples,High,Low,High,No,Poya,Yes,Yes,Medium,Medium,412.89,432
48,November,Central,Candles,Seasonal/Ritual,Medium,Medium,Medium,No,None,No,Yes,Medium,Medium,329.08,349
9,March,Sabaragamuwa,Pepsi,Beverages,High,Low,Low,No,None,No,Yes,Low,Medium,708.03,571
18,May,North Central,Dhal,Staples,High,Low,Low,No,Eid,Yes,Yes,Low,Low,734.86,558
40,October,North Central,Coca-Cola,Beverages,Medium,Medium,Low,No,None,No,Yes,Low,Low,254.4,235
6,February,North Central,Tea Leaves,Beverages,Medium,High,Medium,No,None,No,Yes,Low,Low,276.41,255
45,November,Uva,Wheat Flour,Staples,Medium,Medium,Low,No,Deepavali,Yes,Yes,Low,Low,368.11,299
17,April,Central,Anchor Milk Powder,Dairy,Medium,Low,Medium,No,Eid,Yes,No,Medium,Medium,672.48,762
50,December,Central,Washing Powder,Household,Medium,Medium,Medium,No,None,No,No,Medium,Medium,497.22,583
36,September,Central,Arrack,Alcohol,Low,High,Medium,No,None,No,Yes,Medium,Medium,411.71,569
28,July,North Central,Necto,Beverages,High,Low,Low,No,None,No,Yes,Low,Low,462.24,388
49,December,Uva,Pepsi,Beverages,Medium,Medium,Low,No,None,No,No,Low,Low,298.21,259
46,November,Eastern,Sunflower Oil,Cooking Essentials,Medium,High,Medium,No,None,No,Yes,Low,Low,230.49,168
37,September,North Central,Rice,Staples,Medium,Low,Low,No,None,No,Yes,Low,Low,251.83,199
41,October,Eastern,Necto,Beverages,Medium,Medium,Medium,No,None,No,Yes,Low,Low,173.6,140
37,September,Sabaragamuwa,Tea Leaves,Beverages,Medium,High,Low,No,None,No,Yes,Low,Medium,331.89,264
16,April,Southern,Lion Beer,Alcohol,High,Low,Medium,Yes,Sinhala_Tamil_New_Year,Yes,No,Medium,Medium,1338.51,1770
31,July,Western,Canned Fish,Canned Goods,High,High,Medium,Yes,None,No,Yes,High,High,910.77,1450
10,March,Eastern,Maggi Noodles,Instant Foods,High,Medium,Medium,No,None,No,Yes,Low,Low,269.65,243
10,March,North Central,Rice Flour,Staples,High,Medium,Medium,No,None,No,Yes,Low,Low,479.01,386
37,September,Northern,Red Rice,Staples,Medium,Low,Low,No,None,No,Yes,Low,Low,377.89,341
42,October,Uva,Sunflower Oil,Cooking Essentials,Medium,Low,Low,No,Poya,Yes,Yes,Low,Low,216.75,171
44,November,Northern,Rice Flour,Staples,Medium,High,Low,No,Deepavali,Yes,Yes,Low,Low,766.66,613
37,September,Southern,Lantern Materials,Seasonal/Ritual,Medium,High,Medium,No,None,No,Yes,Medium,Medium,332.49,381
38,September,Southern,Prima Noodles,Instant Foods,Medium,High,Medium,No,Poya,Yes,Yes,Medium,Medium,663.24,835
2,January,North Central,Munchee Biscuits,Snacks,Medium,High,Medium,No,None,No,Yes,Low,Low,228.59,193
22,May,Uva,Dhal,Staples,High,Medium,Low,No,None,No,Yes,Low,Low,400.77,332
9,March,Northern,Prima Noodles,Instant Foods,High,Medium,Low,No,None,No,Yes,Low,Low,292.84,243
8,February,Uva,Tea Leaves,Beverages,Medium,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,856.35,704
34,August,North Western,Sunflower Oil,Cooking Essentials,High,Medium,Low,No,Poya,Yes,Yes,Medium,Medium,525.2,627
36,September,North Western,Pepsi,Beverages,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,428.39,575
30,July,Uva,Maggi Noodles,Instant Foods,High,Medium,Low,No,Poya,Yes,Yes,Low,Low,246.77,238
36,September,Eastern,Tea Leaves,Beverages,Medium,Low,Medium,Yes,None,No,Yes,Low,Low,216.89,184
35,August,North Central,Arrack,Alcohol,High,Low,Low,Yes,None,No,Yes,Low,Low,469.56,303
36,September,North Central,Necto,Beverages,Medium,Low,Low,Yes,None,No,Yes,Low,Low,289.8,213
18,May,Northern,Red Rice,Staples,High,Low,Low,No,Eid,Yes,Yes,Low,Low,307.27,251
40,October,Western,Canned Fish,Canned Goods,Medium,Low,Medium,No,None,No,Yes,High,High,610.69,1054
41,October,Eastern,Milo,Dairy,Medium,Medium,Medium,No,None,No,Yes,Low,Low,421.46,370
44,November,Northern,Sugar,Sweeteners,Medium,High,Low,Yes,Deepavali,Yes,Yes,Low,Low,839.79,707
48,November,North Western,Elephant Ginger Beer,Beverages,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,416.44,510
37,September,Western,Maggi Noodles,Instant Foods,Medium,High,Medium,No,None,No,Yes,High,High,1072.88,1899
29,July,Eastern,Maggi Noodles,Instant Foods,High,Low,High,No,None,No,Yes,Low,Low,365.32,303
46,November,Uva,Sunflower Oil,Cooking Essentials,Medium,Medium,Low,No,None,No,Yes,Low,Low,248.93,191
13,March,Eastern,Coca-Cola,Beverages,High,Medium,Medium,No,Poya,Yes,Yes,Low,Low,485.8,468
48,November,Western,Coconut Oil,Cooking Essentials,Medium,Medium,Medium,No,None,No,Yes,High,High,802.23,1420
21,May,North Central,Candles,Seasonal/Ritual,High,Low,Low,No,Vesak,Yes,Yes,Low,Low,1323.64,1124
44,November,Central,Anchor Milk Powder,Dairy,Medium,Medium,Medium,No,Deepavali,Yes,Yes,Medium,Medium,647.22,834
23,June,Northern,Munchee Biscuits,Snacks,High,Low,Low,Yes,None,No,Yes,Low,Low,273.61,211
42,October,Central,Candles,Seasonal/Ritual,Medium,Low,Medium,No,Poya,Yes,Yes,Medium,Medium,751.62,933
24,June,Eastern,Ice Cream,Frozen Foods,High,Low,High,Yes,None,No,Yes,Low,Low,1107.25,868
5,February,Southern,Anchor Milk Powder,Dairy,Medium,Medium,High,No,None,No,Yes,Medium,Medium,454.48,495
34,August,North Western,Frozen Fish,Frozen Foods,High,Medium,Low,No,Poya,Yes,Yes,Medium,Medium,394.1,468
45,November,Southern,Ice Cream,Frozen Foods,Medium,Medium,High,No,Deepavali,Yes,Yes,Medium,Medium,376.89,389
48,November,Central,Red Rice,Staples,Medium,Medium,Medium,Yes,None,No,Yes,Medium,Medium,284.05,308
16,April,North Western,Candles,Seasonal/Ritual,High,Low,Low,Yes,Sinhala_Tamil_New_Year,Yes,No,Medium,Medium,334.69,389
31,July,Southern,Anchor Milk Powder,Dairy,High,High,Medium,Yes,None,No,Yes,Medium,Medium,436.72,550
18,May,Eastern,Tea Leaves,Beverages,High,Low,Medium,No,Eid,Yes,Yes,Low,Low,400.29,290
35,August,Uva,Jaggery,Sweeteners,High,Medium,Low,No,None,No,Yes,Low,Low,210.48,179
25,June,Southern,Sugar,Sweeteners,High,High,Medium,No,None,No,Yes,Medium,Medium,346.03,394
2,January,Northern,Ice Cream,Frozen Foods,Medium,High,Low,No,None,No,Yes,Low,Low,219.29,182
28,July,Central,Necto,Beverages,Low,High,High,Yes,None,No,Yes,Medium,Medium,685.17,778
32,August,Central,Tea Leaves,Beverages,Low,High,High,No,None,No,Yes,Medium,Medium,1636.53,1997
5,February,North Western,Ice Cream,Frozen Foods,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,406.3,473
36,September,Sabaragamuwa,Lantern Materials,Seasonal/Ritual,Medium,High,Low,No,None,No,Yes,Low,Medium,269.16,266
14,April,Southern,Rice Flour,Staples,High,Low,Medium,No,None,No,No,Medium,Medium,550.81,657
42,October,Western,Lantern Materials,Seasonal/Ritual,Medium,Low,Medium,No,Poya,Yes,Yes,High,High,638.42,1066
46,November,Central,Frozen Fish,Frozen Foods,Medium,Medium,Medium,No,None,No,Yes,Medium,Medium,412.21,388
49,December,North Western,Milo,Dairy,Medium,Medium,Low,No,None,No,No,Medium,Medium,451.97,587
2,January,Uva,Coca-Cola,Beverages,Medium,Medium,Low,No,None,No,Yes,Low,Low,352.76,270
29,July,Sabaragamuwa,Arrack,Alcohol,High,High,Low,No,None,No,Yes,Low,Medium,330.99,257
22,May,North Central,Coca-Cola,Beverages,High,Low,Low,No,None,No,Yes,Low,Low,481.94,346
9,March,Southern,Sunflower Oil,Cooking Essentials,High,Low,High,No,None,No,Yes,Medium,Medium,545.08,740
40,October,North Western,Tea Leaves,Beverages,Medium,Low,Low,Yes,None,No,Yes,Medium,Medium,532.27,639
32,August,North Central,Milo,Dairy,High,Low,Low,Yes,None,No,Yes,Low,Low,361.8,306
52,December,Southern,Candles,Seasonal/Ritual,Medium,Medium,High,Yes,Christmas,Yes,No,Medium,Medium,320.68,441
33,August,Western,Candles,Seasonal/Ritual,High,High,Medium,No,None,No,Yes,High,High,397.71,644
46,November,Uva,Red Rice,Staples,Medium,Medium,Low,No,None,No,Yes,Low,Low,252.21,233
47,November,Western,Kotmale Yoghurt,Dairy,Medium,Medium,Medium,No,Poya,Yes,Yes,High,High,426.69,716
23,June,Eastern,Sunflower Oil,Cooking Essentials,High,Low,High,Yes,None,No,Yes,Low,Low,344.1,312
46,November,North Western,Anchor Milk Powder,Dairy,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,527.39,573
23,June,Western,Red Rice,Staples,High,High,Medium,Yes,None,No,Yes,High,High,756.78,1162
25,June,Uva,Necto,Beverages,High,Medium,Low,No,None,No,Yes,Low,Low,418.04,352
2,January,Northern,Tea Leaves,Beverages,Medium,High,Low,No,None,No,Yes,Low,Low,378.76,288
41,October,Western,Washing Powder,Household,Medium,Low,Medium,No,None,No,Yes,High,High,551.77,1008
18,May,Southern,Prima Noodles,Instant Foods,High,High,Medium,No,Eid,Yes,Yes,Medium,Medium,745.7,794
