week_number,month,province,product_name,category,avg_temperature_level,rainfall_level,tourism_level,payday_week,holiday_type,festival_season,school_season,urbanization_level,avg_income_level,demand_score,estimated_units_sold
21,May,Southern,Rice Flour,Cooking Essentials,High,Medium,High,No,None,No,Yes,Medium,Medium,637.64,775
47,November,Central,Munchee Biscuits,Snacks,Low,High,Medium,No,None,No,Yes,Medium,Medium,504.97,1117
22,May,North Central,Milo,Dairy,High,Low,Low,Yes,None,No,Yes,Low,Low,326.65,267
32,August,Sabaragamuwa,Lantern Materials,Household,Medium,Low,Low,Yes,Poya,Yes,Yes,Low,Low,377.18,368
17,April,Northern,Ice Cream,Frozen Foods,High,Low,Low,No,None,No,No,Low,Low,790.5,542
47,November,Eastern,Jaggery,Sweeteners,Low,Medium,Low,No,None,No,Yes,Low,Low,269.58,457
41,October,North Central,Sugar,Sweeteners,Low,Low,Low,No,None,No,Yes,Low,Low,293.1,542
22,May,Northern,Lion Beer,Alcohol,High,Low,Low,Yes,None,No,Yes,Low,Low,397.16,215
7,February,Northern,Sugar,Sweeteners,Medium,Medium,Low,No,None,No,Yes,Low,Low,248.37,398
22,May,Uva,Lion Beer,Alcohol,High,Low,Medium,Yes,None,No,Yes,Low,Low,326.97,250
36,September,Sabaragamuwa,Wheat Flour,Cooking Essentials,Medium,Low,Medium,Yes,Poya,Yes,No,Low,Low,345.61,389
33,August,Uva,Ritzbury Chocolate,Snacks,Medium,Low,Low,No,None,No,Yes,Low,Low,408.98,882
37,September,Eastern,Prima Noodles,Instant Foods,Medium,Low,High,No,None,No,No,Low,Low,254.96,560
8,February,Northern,Ice Cream,Frozen Foods,Medium,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,440.41,303
27,July,Northern,Jaggery,Sweeteners,High,Low,Low,No,None,No,Yes,Low,Low,249.66,373
12,March,Central,Candles,Household,Medium,High,Medium,Yes,Poya,Yes,No,Medium,Medium,683.63,823
15,April,Eastern,Rice Flour,Cooking Essentials,High,Medium,High,No,Sinhala_Tamil_New_Year,Yes,No,Low,Low,483.7,606
31,July,Western,Elephant Ginger Beer,Beverages,High,Low,Medium,No,None,No,Yes,High,High,1438.04,3339
36,September,Uva,Pepsi,Beverages,Medium,Low,Low,Yes,Poya,Yes,No,Low,Low,549.18,811
22,May,Northern,Tea Leaves,Beverages,High,Low,Low,Yes,None,No,Yes,Low,Low,585.77,1156
46,November,Central,Dhal,Staples,Low,High,Medium,Yes,None,No,Yes,Medium,Medium,635.94,2649
21,May,Central,Sugar,Sweeteners,High,Low,Medium,No,None,No,Yes,Medium,Medium,424.5,779
3,January,Western,Anchor Milk Powder,Dairy,Medium,High,High,No,None,No,Yes,High,High,810.54,780
36,September,Southern,Kotmale Yoghurt,Dairy,Medium,Low,Medium,Yes,Poya,Yes,No,Medium,Medium,390.95,394
12,March,Sabaragamuwa,Munchee Biscuits,Snacks,Medium,Medium,Medium,Yes,Poya,Yes,No,Low,Low,473.1,913
47,November,Northern,Maggi Noodles,Instant Foods,Low,Low,Low,No,None,No,Yes,Low,Low,378.68,991
6,February,Sabaragamuwa,Jaggery,Sweeteners,Medium,High,Medium,Yes,None,No,Yes,Low,Low,365.14,560
3,January,North Central,Pepsi,Beverages,Medium,Medium,Low,No,None,No,Yes,Low,Low,429.55,697
7,February,North Central,Rice Flour,Cooking Essentials,Low,Medium,Low,No,None,No,Yes,Low,Low,248.92,309
1,January,Southern,MD Crackers,Snacks,Low,High,High,No,None,No,Yes,Medium,Medium,421.95,986
48,November,Eastern,Anchor Milk Powder,Dairy,Low,Low,Medium,Yes,Poya,Yes,Yes,Low,Low,370.74,338
48,November,Southern,Lion Beer,Alcohol,Low,Medium,High,Yes,Poya,Yes,Yes,Medium,Medium,823.04,464
5,January,Western,Dhal,Staples,Low,Medium,High,No,None,No,Yes,High,High,1218.64,5197
30,July,Sabaragamuwa,Lantern Materials,Household,Medium,Low,Low,Yes,None,No,Yes,Low,Low,166.63,216
8,February,North Western,Lantern Materials,Household,High,Medium,Low,Yes,Poya,Yes,Yes,Medium,Medium,593.68,630
38,September,Southern,Lantern Materials,Household,Medium,Low,Medium,Yes,None,No,Yes,Medium,Medium,471.92,612
25,June,Eastern,Munchee Biscuits,Snacks,High,Low,Medium,No,None,No,Yes,Low,Low,212.33,393
49,December,Western,Dhal,Staples,Low,Medium,High,No,None,No,No,High,High,920.64,4332
41,October,Southern,Ice Cream,Frozen Foods,Medium,Low,High,No,None,No,Yes,Medium,Medium,498.9,349
13,March,Uva,Pepsi,Beverages,Medium,High,Low,No,None,No,No,Low,Low,413.76,862
31,July,North Central,Sunflower Oil,Cooking Essentials,High,Low,Low,No,None,No,Yes,Low,Low,251.66,368
15,April,Central,Lantern Materials,Household,Medium,High,High,No,Sinhala_Tamil_New_Year,Yes,No,Medium,Medium,356.48,365
38,September,Western,Washing Powder,Household,Medium,Low,High,Yes,None,No,Yes,High,High,965.26,998
25,June,Uva,Arrack,Alcohol,Medium,Low,Medium,No,None,No,Yes,Low,Low,405.44,297
1,January,Central,Necto,Beverages,Low,High,Medium,No,None,No,Yes,Medium,Medium,532.23,727
51,December,Southern,Ice Cream,Frozen Foods,Low,High,High,No,Christmas,Yes,No,Medium,Medium,738.19,537
48,November,Uva,Lion Beer,Alcohol,Low,High,Low,Yes,Poya,Yes,Yes,Low,Low,425.58,251
20,May,Eastern,Washing Powder,Household,High,Medium,High,Yes,Poya,Yes,Yes,Low,Low,355.73,313
16,April,Northern,Munchee Biscuits,Snacks,High,Medium,Low,Yes,Poya,Yes,No,Low,Low,477.76,1004
12,March,Sabaragamuwa,Arrack,Alcohol,Medium,High,Medium,Yes,Poya,Yes,No,Low,Low,567.6,259
4,January,Central,Ritzbury Chocolate,Snacks,Low,High,High,Yes,Poya,Yes,Yes,Medium,Medium,638.95,1167
29,July,Western,Kotmale Yoghurt,Dairy,High,Low,High,No,None,No,Yes,High,High,959.28,750
21,May,North Central,Anchor Milk Powder,Dairy,High,Medium,Medium,No,None,No,Yes,Low,Low,325.35,273
47,November,North Central,Rice,Staples,Low,Medium,Low,No,None,No,Yes,Low,Low,173.58,876
3,January,Eastern,Washing Powder,Household,Low,High,High,No,None,No,Yes,Low,Low,214.86,215
48,November,North Western,Rice,Staples,Low,Medium,Low,Yes,Poya,Yes,Yes,Medium,Medium,501.16,1928
5,January,Eastern,Anchor Milk Powder,Dairy,Medium,Medium,High,No,None,No,Yes,Low,Low,294.54,253
17,April,Sabaragamuwa,Elephant Ginger Beer,Beverages,High,Medium,Low,No,None,No,No,Low,Low,287.65,508
49,December,North Central,Sugar,Sweeteners,Low,Medium,Low,No,None,No,No,Low,Low,321.81,440
13,March,Central,Anchor Milk Powder,Dairy,Medium,High,Low,No,None,No,No,Medium,Medium,480.94,500
31,July,Southern,Elephant Ginger Beer,Beverages,Medium,Low,High,No,None,No,Yes,Medium,Medium,770.77,1267
24,June,Western,Wheat Flour,Cooking Essentials,High,Medium,Medium,Yes,Poya,Yes,Yes,High,High,964.21,1247
39,September,Southern,Sunflower Oil,Cooking Essentials,Low,Low,High,No,None,No,Yes,Medium,Medium,474.28,497
41,October,Southern,Maggi Noodles,Instant Foods,Low,Low,High,No,None,No,Yes,Medium,Medium,521.55,1126
6,February,Central,Coconut Oil,Cooking Essentials,Medium,High,High,Yes,None,No,Yes,Medium,Medium,504.3,736
47,November,North Western,Ritzbury Chocolate,Snacks,Low,High,Low,No,None,No,Yes,Medium,Medium,574.84,1008
52,December,Uva,Coconut Oil,Cooking Essentials,Low,High,Low,Yes,Christmas,Yes,No,Low,Low,419.46,396
51,December,Uva,Dhal,Staples,Low,High,Low,No,Christmas,Yes,No,Low,Low,305.83,1019
1,January,Sabaragamuwa,Rice Flour,Cooking Essentials,Low,High,Medium,No,None,No,Yes,Low,Low,236.17,239
29,July,Central,Red Rice,Staples,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,433.61,1345
33,August,North Western,Wheat Flour,Cooking Essentials,High,Low,Low,No,None,No,Yes,Medium,Medium,316.39,459
45,November,Western,Arrack,Alcohol,Low,Medium,High,No,None,No,Yes,High,High,546.72,358
50,December,North Western,Canned Fish,Canned Goods,Low,Medium,Low,Yes,None,No,No,Medium,Medium,518.02,739
27,July,North Western,Sugar,Sweeteners,High,Low,Low,No,None,No,Yes,Medium,Medium,339.29,492
12,March,Eastern,Kotmale Yoghurt,Dairy,High,Medium,Low,Yes,Poya,Yes,No,Low,Low,212.31,164
36,September,North Western,Lion Beer,Alcohol,Medium,Low,Low,Yes,Poya,Yes,No,Medium,Medium,551.26,338
18,April,Sabaragamuwa,Candles,Household,High,Medium,Medium,Yes,Vesak,Yes,Yes,Low,Low,846.84,775
6,February,North Western,Sugar,Sweeteners,Medium,Medium,Low,Yes,None,No,Yes,Medium,Medium,453.74,654
9,February,North Western,Milo,Dairy,High,High,Low,No,None,No,Yes,Medium,Medium,275.96,253
8,February,Southern,Anchor Milk Powder,Dairy,Medium,High,High,Yes,Poya,Yes,Yes,Medium,Medium,691.18,779
8,February,Southern,Washing Powder,Household,Medium,High,High,Yes,Poya,Yes,Yes,Medium,Medium,330.29,368
3,January,Uva,Canned Fish,Canned Goods,Low,High,Low,No,None,No,Yes,Low,Low,277.43,277
47,November,Southern,Kotmale Yoghurt,Dairy,Low,Medium,High,No,None,No,Yes,Medium,Medium,495.51,363
33,August,Southern,Wheat Flour,Cooking Essentials,High,Low,Medium,No,None,No,Yes,Medium,Medium,529.78,748
26,June,Western,Jaggery,Sweeteners,High,Low,High,Yes,None,No,Yes,High,High,611.6,838
51,December,Northern,Munchee Biscuits,Snacks,Low,Medium,Low,No,Christmas,Yes,No,Low,Low,286.28,673
19,May,Western,Sunflower Oil,Cooking Essentials,High,High,Medium,No,Vesak,Yes,Yes,High,High,907.69,1283
41,October,Central,Prima Noodles,Instant Foods,Low,Medium,High,No,None,No,Yes,Medium,Medium,696.45,1700
2,January,North Western,Rice,Staples,Low,High,Low,Yes,None,No,Yes,Medium,Medium,622.04,2810
24,June,Sabaragamuwa,Jaggery,Sweeteners,High,Low,Low,Yes,Poya,Yes,Yes,Low,Low,471.8,897
44,October,Uva,Dhal,Staples,Low,Medium,Low,Yes,Deepavali,Yes,Yes,Low,Low,293.36,948
4,January,Northern,Red Rice,Staples,Medium,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,416.39,1435
30,July,North Central,Red Rice,Staples,High,Low,Medium,Yes,None,No,Yes,Low,Low,225.48,725
11,March,Southern,Anchor Milk Powder,Dairy,High,Medium,High,No,Eid,Yes,Yes,Medium,Medium,650.41,498
33,August,Western,Arrack,Alcohol,High,Low,High,No,None,No,Yes,High,High,900.3,511
14,April,Eastern,Rice Flour,Cooking Essentials,High,Medium,Low,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Low,763.09,1170
34,August,Western,MD Crackers,Snacks,High,Low,High,Yes,None,No,Yes,High,High,1177.45,2585
1,January,Sabaragamuwa,Tea Leaves,Beverages,Low,High,Low,No,None,No,Yes,Low,Low,314.06,672
10,March,Southern,Sugar,Sweeteners,Medium,Medium,High,Yes,Eid,Yes,Yes,Medium,Medium,659.41,1289
26,June,North Central,Coca-Cola,Beverages,High,Low,Low,Yes,None,No,Yes,Low,Low,734.09,1235
32,August,Southern,Elephant Ginger Beer,Beverages,High,Low,High,Yes,Poya,Yes,Yes,Medium,Medium,895.83,1448
52,December,Southern,Sunflower Oil,Cooking Essentials,Low,High,High,Yes,Christmas,Yes,No,Medium,Medium,587.66,711
28,July,North Western,Lion Beer,Alcohol,High,Medium,Low,Yes,Poya,Yes,Yes,Medium,Medium,762.42,454
52,December,Eastern,Pepsi,Beverages,Medium,High,Medium,Yes,Christmas,Yes,No,Low,Low,482.84,1012
4,January,Western,Prima Noodles,Instant Foods,Low,High,High,Yes,Poya,Yes,Yes,High,High,610.21,1441
1,January,Central,Red Rice,Staples,Low,High,Low,No,None,No,Yes,Medium,Medium,336.79,1486
30,July,Eastern,Maggi Noodles,Instant Foods,High,Low,Medium,Yes,None,No,Yes,Low,Low,331.58,731
26,June,North Central,Sugar,Sweeteners,High,Low,Low,Yes,None,No,Yes,Low,Low,400.97,830
18,April,Southern,Munchee Biscuits,Snacks,High,High,High,Yes,Vesak,Yes,Yes,Medium,Medium,652.68,1381
5,January,Uva,Kotmale Yoghurt,Dairy,Low,High,Medium,No,None,No,Yes,Low,Low,385.37,295
3,January,Eastern,Munchee Biscuits,Snacks,Low,High,High,No,None,No,Yes,Low,Low,374.21,669
2,January,Northern,Coca-Cola,Beverages,Medium,Medium,Low,Yes,None,No,Yes,Low,Low,443.7,715
46,November,Northern,Anchor Milk Powder,Dairy,Low,Medium,Low,Yes,None,No,Yes,Low,Low,332.27,290
26,June,Southern,Elephant Ginger Beer,Beverages,High,Low,High,Yes,None,No,Yes,Medium,Medium,1172.75,1833
19,May,North Central,Pepsi,Beverages,High,Medium,Low,No,Vesak,Yes,Yes,Low,Low,461.89,1021
24,June,North Western,Kotmale Yoghurt,Dairy,High,Low,Low,Yes,Poya,Yes,Yes,Medium,Medium,593.55,662
14,April,Uva,Kotmale Yoghurt,Dairy,Medium,High,Low,Yes,Sinhala_Tamil_New_Year,Yes,No,Low,Low,227.78,164
29,July,Northern,Maggi Noodles,Instant Foods,High,Low,Low,No,None,No,Yes,Low,Low,168.45,346
19,May,Western,Ice Cream,Frozen Foods,High,Low,High,No,Vesak,Yes,Yes,High,High,795.07,673
30,July,Eastern,Lantern Materials,Household,High,Low,High,Yes,None,No,Yes,Low,Low,320.2,379
52,December,Central,Wheat Flour,Cooking Essentials,Low,High,Medium,Yes,Christmas,Yes,No,Medium,Medium,480.76,643
15,April,North Central,Sugar,Sweeteners,High,Medium,Low,No,Sinhala_Tamil_New_Year,Yes,No,Low,Low,394.67,650
47,November,Western,Tea Leaves,Beverages,Medium,Medium,High,No,None,No,Yes,High,High,853.36,1220
12,March,North Western,Prima Noodles,Instant Foods,High,High,Low,Yes,Poya,Yes,No,Medium,Medium,580.21,1171
11,March,North Central,Dhal,Staples,High,Low,Medium,No,Eid,Yes,Yes,Low,Low,433.19,1605
43,October,North Central,Rice,Staples,Low,Medium,Low,No,Deepavali,Yes,Yes,Low,Low,401.04,2031
50,December,Western,Red Rice,Staples,Low,Medium,High,Yes,None,No,No,High,High,817.65,3060
28,July,North Western,Dhal,Staples,High,Low,Low,Yes,Poya,Yes,Yes,Medium,Medium,578.83,2367
40,October,North Western,Elephant Ginger Beer,Beverages,Low,Low,Low,Yes,Poya,Yes,Yes,Medium,Medium,496.14,1082
13,March,Eastern,Sunflower Oil,Cooking Essentials,High,High,Medium,No,None,No,No,Low,Low,216.95,301
18,April,North Western,Wheat Flour,Cooking Essentials,High,Medium,Low,Yes,Vesak,Yes,Yes,Medium,Medium,753.25,1172
32,August,Central,Pepsi,Beverages,Medium,Low,Medium,Yes,Poya,Yes,Yes,Medium,Medium,627.62,1352
16,April,Sabaragamuwa,Pepsi,Beverages,High,High,Medium,Yes,Poya,Yes,No,Low,Low,600.36,1150
29,July,North Central,Washing Powder,Household,High,Low,Low,No,None,No,Yes,Low,Low,284.94,251
14,April,Southern,Wheat Flour,Cooking Essentials,High,Medium,High,Yes,Sinhala_Tamil_New_Year,Yes,No,Medium,Medium,525.88,797
32,August,North Central,MD Crackers,Snacks,High,Low,Low,Yes,Poya,Yes,Yes,Low,Low,468.46,855
48,November,Uva,Arrack,Alcohol,Low,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,561.24,382
32,August,North Central,Dhal,Staples,Medium,Low,Medium,Yes,Poya,Yes,Yes,Low,Low,272.93,964
26,June,Sabaragamuwa,Ritzbury Chocolate,Snacks,High,Low,Medium,Yes,None,No,Yes,Low,Low,484.66,827
37,September,Western,Sugar,Sweeteners,Medium,Low,High,No,None,No,No,High,High,607.48,905
3,January,Northern,Coca-Cola,Beverages,Medium,Medium,Medium,No,None,No,Yes,Low,Low,518.57,1079
32,August,Eastern,Lantern Materials,Household,Medium,Low,Medium,Yes,Poya,Yes,Yes,Low,Low,292.98,419
1,January,Central,Washing Powder,Household,Low,High,Medium,No,None,No,Yes,Medium,Medium,448.85,598
24,June,Western,Munchee Biscuits,Snacks,High,Low,High,Yes,Poya,Yes,Yes,High,High,1050.2,1933
25,June,Sabaragamuwa,Pepsi,Beverages,Medium,Low,Medium,No,None,No,Yes,Low,Low,474.06,829
30,July,Uva,Anchor Milk Powder,Dairy,Medium,Low,Low,Yes,None,No,Yes,Low,Low,215.48,177
3,January,Sabaragamuwa,Rice Flour,Cooking Essentials,Low,High,Low,No,None,No,Yes,Low,Low,183.41,270
4,January,Sabaragamuwa,Arrack,Alcohol,Low,High,Medium,Yes,Poya,Yes,Yes,Low,Low,442.0,291
48,November,Southern,Elephant Ginger Beer,Beverages,Low,Medium,High,Yes,Poya,Yes,Yes,Medium,Medium,510.37,1039
36,September,Eastern,Munchee Biscuits,Snacks,Medium,Low,Medium,Yes,Poya,Yes,No,Low,Low,527.28,1015
12,March,Northern,Pepsi,Beverages,High,Medium,Medium,Yes,Poya,Yes,No,Low,Low,884.08,1778
45,November,Northern,Arrack,Alcohol,Low,Low,Low,No,None,No,Yes,Low,Low,239.07,132
4,January,Northern,Pepsi,Beverages,Low,Medium,Medium,Yes,Poya,Yes,Yes,Low,Low,428.96,614
8,February,Sabaragamuwa,Candles,Household,Medium,High,High,Yes,Poya,Yes,Yes,Low,Low,675.46,802
36,September,Western,Necto,Beverages,Medium,Low,High,Yes,Poya,Yes,No,High,High,1515.19,2768
29,July,Eastern,Wheat Flour,Cooking Essentials,High,Low,Medium,No,None,No,Yes,Low,Low,197.72,286
8,February,Southern,Rice,Staples,Medium,High,High,Yes,Poya,Yes,Yes,Medium,Medium,655.71,2833
30,July,Eastern,Sugar,Sweeteners,High,Low,Medium,Yes,None,No,Yes,Low,Low,255.72,422
32,August,Central,Prima Noodles,Instant Foods,Low,Low,Medium,Yes,Poya,Yes,Yes,Medium,Medium,556.25,1384
3,January,Uva,Frozen Fish,Frozen Foods,Low,High,Medium,No,None,No,Yes,Low,Low,221.71,125
23,June,Northern,Sugar,Sweeteners,High,Low,Low,No,None,No,Yes,Low,Low,212.99,307
34,August,Uva,Ritzbury Chocolate,Snacks,Medium,Low,Medium,Yes,None,No,Yes,Low,Low,424.48,832
1,January,Eastern,Lion Beer,Alcohol,Low,Medium,Medium,No,None,No,Yes,Low,Low,299.5,170
51,December,Sabaragamuwa,Sunflower Oil,Cooking Essentials,Low,High,Medium,No,Christmas,Yes,No,Low,Low,216.04,223
23,June,North Western,Canned Fish,Canned Goods,High,Low,Low,No,None,No,Yes,Medium,Medium,332.01,497
39,September,Western,Milo,Dairy,Low,Low,High,No,None,No,Yes,High,High,723.2,765
40,October,Northern,Tea Leaves,Beverages,Medium,Medium,Medium,Yes,Poya,Yes,Yes,Low,Low,470.71,970
44,October,Western,Pepsi,Beverages,Low,Medium,High,Yes,Deepavali,Yes,Yes,High,High,833.1,1843
50,December,Western,MD Crackers,Snacks,Low,Medium,High,Yes,None,No,No,High,High,1467.14,3649
3,January,Southern,Washing Powder,Household,Low,High,Medium,No,None,No,Yes,Medium,Medium,287.06,307
38,September,Uva,Wheat Flour,Cooking Essentials,Low,Low,Low,Yes,None,No,Yes,Low,Low,221.36,236
11,March,Eastern,Dhal,Staples,High,High,High,No,Eid,Yes,Yes,Low,Low,375.01,1288
16,April,Southern,Candles,Household,High,Medium,High,Yes,Poya,Yes,No,Medium,Medium,801.64,998
30,July,Central,Frozen Fish,Frozen Foods,Medium,Low,Low,Yes,None,No,Yes,Medium,Medium,681.75,590
49,December,Western,Kotmale Yoghurt,Dairy,Low,Low,High,No,None,No,No,High,High,832.57,805
27,July,Central,Necto,Beverages,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,761.14,1613
2,January,Northern,Frozen Fish,Frozen Foods,Low,Medium,Low,Yes,None,No,Yes,Low,Low,246.99,195
50,December,Western,Sunflower Oil,Cooking Essentials,Low,High,High,Yes,None,No,No,High,High,1162.1,1728
41,October,Uva,Ice Cream,Frozen Foods,Low,Low,Low,No,None,No,Yes,Low,Low,215.29,135
52,December,Southern,Sugar,Sweeteners,Low,High,Medium,Yes,Christmas,Yes,No,Medium,Medium,826.11,1065
6,February,Northern,Ritzbury Chocolate,Snacks,Medium,High,Low,Yes,None,No,Yes,Low,Low,616.39,1718
22,May,Western,Rice Flour,Cooking Essentials,High,Low,High,Yes,None,No,Yes,High,High,631.93,951
47,November,Western,Jaggery,Sweeteners,Low,Medium,High,No,None,No,Yes,High,High,1009.77,1456
33,August,North Central,Arrack,Alcohol,High,Low,Low,No,None,No,Yes,Low,Low,315.14,187
13,March,North Central,Canned Fish,Canned Goods,High,Medium,Medium,No,None,No,No,Low,Low,214.78,334
24,June,Southern,Jaggery,Sweeteners,High,Low,High,Yes,Poya,Yes,Yes,Medium,Medium,523.16,1048
39,September,Southern,Rice,Staples,Low,Low,Medium,No,None,No,Yes,Medium,Medium,291.5,979
30,July,North Central,Lantern Materials,Household,High,Low,Low,Yes,None,No,Yes,Low,Low,285.98,275
8,February,North Central,Washing Powder,Household,Medium,Medium,Medium,Yes,Poya,Yes,Yes,Low,Low,288.48,394
10,March,Eastern,Coca-Cola,Beverages,Medium,Medium,Medium,Yes,Eid,Yes,Yes,Low,Low,620.96,1361
41,October,North Western,Maggi Noodles,Instant Foods,Medium,Medium,Low,No,None,No,Yes,Medium,Medium,492.86,1582
10,March,Northern,Coca-Cola,Beverages,High,Medium,Low,Yes,Eid,Yes,Yes,Low,Low,624.01,1129
18,April,North Central,Frozen Fish,Frozen Foods,High,Low,Low,Yes,Vesak,Yes,Yes,Low,Low,788.35,626
5,January,Northern,Ritzbury Chocolate,Snacks,Medium,Medium,Low,No,None,No,Yes,Low,Low,251.87,584
39,September,North Western,Necto,Beverages,Low,Low,Low,No,None,No,Yes,Medium,Medium,392.53,697
16,April,Southern,Rice,Staples,High,Medium,High,Yes,Poya,Yes,No,Medium,Medium,539.9,2126
3,January,Southern,Maggi Noodles,Instant Foods,Medium,High,High,No,None,No,Yes,Medium,Medium,480.87,1275
38,September,North Western,Pepsi,Beverages,Medium,Low,Low,Yes,None,No,Yes,Medium,Medium,745.32,1485
7,February,Western,Pepsi,Beverages,Medium,Medium,High,No,None,No,Yes,High,High,1274.68,2089
13,March,Southern,Coca-Cola,Beverages,High,Medium,High,No,None,No,No,Medium,Medium,1143.69,2464
45,November,North Central,Sugar,Sweeteners,Low,Medium,Low,No,None,No,Yes,Low,Low,334.06,650
4,January,Western,Lantern Materials,Household,Medium,High,High,Yes,Poya,Yes,Yes,High,High,640.88,714
36,September,North Western,Ritzbury Chocolate,Snacks,Medium,Low,Low,Yes,Poya,Yes,No,Medium,Medium,682.15,1172
36,September,Southern,Jaggery,Sweeteners,Medium,Low,High,Yes,Poya,Yes,No,Medium,Medium,693.62,1058
22,May,Southern,Candles,Household,High,Low,High,Yes,None,No,Yes,Medium,Medium,438.43,431
45,November,North Central,Kotmale Yoghurt,Dairy,Low,Medium,Low,No,None,No,Yes,Low,Low,229.44,220
32,August,Eastern,Milo,Dairy,Medium,Low,Low,Yes,Poya,Yes,Yes,Low,Low,616.78,498
28,July,Northern,Frozen Fish,Frozen Foods,High,Low,Medium,Yes,Poya,Yes,Yes,Low,Low,756.21,482
37,September,Uva,Maggi Noodles,Instant Foods,Low,Low,Low,No,None,No,No,Low,Low,183.28,434
6,February,Uva,Arrack,Alcohol,Low,Medium,Medium,Yes,None,No,Yes,Low,Low,407.67,272
41,October,Eastern,Arrack,Alcohol,Low,Low,High,No,None,No,Yes,Low,Low,453.67,338
47,November,Southern,Kotmale Yoghurt,Dairy,Low,Medium,High,No,None,No,Yes,Medium,Medium,530.52,410
4,January,Western,Wheat Flour,Cooking Essentials,Medium,Medium,Medium,Yes,Poya,Yes,Yes,High,High,810.67,986
8,February,Northern,Ritzbury Chocolate,Snacks,High,Medium,Medium,Yes,Poya,Yes,Yes,Low,Low,520.33,918
45,November,Southern,Sunflower Oil,Cooking Essentials,Low,Medium,Medium,No,None,No,Yes,Medium,Medium,408.38,506
1,January,Sabaragamuwa,MD Crackers,Snacks,Low,High,Medium,No,None,No,Yes,Low,Low,296.05,508
41,October,Western,Rice Flour,Cooking Essentials,Low,Low,High,No,None,No,Yes,High,High,589.0,728
39,September,Southern,Rice Flour,Cooking Essentials,Low,Low,High,No,None,No,Yes,Medium,Medium,335.95,335
28,July,Southern,Sugar,Sweeteners,High,Low,Medium,Yes,Poya,Yes,Yes,Medium,Medium,469.32,792
39,September,North Central,Munchee Biscuits,Snacks,Medium,Low,Low,No,None,No,Yes,Low,Low,296.14,692
11,March,Sabaragamuwa,Rice,Staples,Medium,High,Low,No,Eid,Yes,Yes,Low,Low,446.98,1826
37,September,Northern,Red Rice,Staples,Medium,Low,Low,No,None,No,No,Low,Low,280.39,1273
47,November,Eastern,Rice,Staples,Low,Medium,Low,No,None,No,Yes,Low,Low,317.57,1651
21,May,Southern,Coconut Oil,Cooking Essentials,High,Medium,High,No,None,No,Yes,Medium,Medium,784.49,739
48,November,Southern,Sugar,Sweeteners,Low,Medium,High,Yes,Poya,Yes,Yes,Medium,Medium,411.04,782
23,June,Eastern,Ritzbury Chocolate,Snacks,High,Low,Low,No,None,No,Yes,Low,Low,205.22,404
24,June,Northern,Rice,Staples,High,Low,Low,Yes,Poya,Yes,Yes,Low,Low,290.11,1009
4,January,North Western,Coca-Cola,Beverages,Low,High,Medium,Yes,Poya,Yes,Yes,Medium,Medium,457.62,738
28,July,Western,Maggi Noodles,Instant Foods,High,Low,High,Yes,Poya,Yes,Yes,High,High,1101.92,2793
17,April,North Western,Milo,Dairy,High,Low,Low,No,None,No,No,Medium,Medium,445.06,336
34,August,North Western,Maggi Noodles,Instant Foods,Medium,Low,Low,Yes,None,No,Yes,Medium,Medium,413.36,997
19,May,North Central,Canned Fish,Canned Goods,High,Low,Low,No,Vesak,Yes,Yes,Low,Low,386.41,588
38,September,Southern,Milo,Dairy,Low,Low,High,Yes,None,No,Yes,Medium,Medium,767.76,524
45,November,Central,Necto,Beverages,Low,Medium,Medium,No,None,No,Yes,Medium,Medium,560.13,830
39,September,North Central,MD Crackers,Snacks,Medium,Low,Low,No,None,No,Yes,Low,Low,308.88,796
40,October,North Western,Coca-Cola,Beverages,Medium,Low,Low,Yes,Poya,Yes,Yes,Medium,Medium,826.87,1132
6,February,North Western,Kotmale Yoghurt,Dairy,Medium,High,Medium,Yes,None,No,Yes,Medium,Medium,548.97,534
47,November,Southern,Munchee Biscuits,Snacks,Low,High,High,No,None,No,Yes,Medium,Medium,437.82,999
31,July,Southern,Canned Fish,Canned Goods,Medium,Low,Medium,No,None,No,Yes,Medium,Medium,335.24,531
17,April,North Western,Munchee Biscuits,Snacks,High,Medium,Low,No,None,No,No,Medium,Medium,500.99,1119
33,August,Sabaragamuwa,Maggi Noodles,Instant Foods,Medium,Low,Low,No,None,No,Yes,Low,Low,429.76,1091
23,June,Southern,Rice Flour,Cooking Essentials,High,Low,High,No,None,No,Yes,Medium,Medium,300.14,372
8,February,Northern,Munchee Biscuits,Snacks,Medium,Medium,Low,Yes,Poya,Yes,Yes,Low,Low,434.5,999
33,August,North Western,Elephant Ginger Beer,Beverages,Medium,Low,Low,No,None,No,Yes,Medium,Medium,590.8,875
19,May,Western,Dhal,Staples,High,Medium,Medium,No,Vesak,Yes,Yes,High,High,718.38,3046
29,July,Northern,Rice Flour,Cooking Essentials,High,Low,Low,No,None,No,Yes,Low,Low,165.59,236
36,September,North Central,Elephant Ginger Beer,Beverages,Medium,Low,Low,Yes,Poya,Yes,No,Low,Low,398.94,848
